,loss_traning,loss_validation,acuracia_val,acuracia_traning
0,2.7080798990586223,2.7215370535850525,3.9130434782608696,5.430711610486892
1,2.7023638206369736,2.702946037054062,11.73913043478261,7.677902621722846
2,2.6934271419749543,2.7089636027812958,7.826086956521739,8.707865168539326
3,2.6813392008052155,2.6859789192676544,8.695652173913043,9.925093632958802
4,2.6592022741542145,2.653436064720154,10.0,10.58052434456929
5,2.6329505794188557,2.613465428352356,13.043478260869565,12.546816479400748
6,2.6002816242330216,2.5858109295368195,12.173913043478262,13.202247191011235
7,2.582951040828929,2.5160317420959473,16.956521739130434,13.389513108614231
8,2.54418988087598,2.507934272289276,16.08695652173913,14.9812734082397
9,2.537653488271377,2.529688149690628,16.52173913043478,15.168539325842696
10,2.524969030829037,2.5174733698368073,18.695652173913043,16.38576779026217
11,2.50549255399143,2.4873716235160828,16.52173913043478,17.97752808988764
12,2.5185739783679737,2.5312941670417786,18.695652173913043,16.760299625468164
13,2.494905310518601,2.515418916940689,14.347826086956522,17.97752808988764
14,2.485605106634252,2.4584988951683044,17.82608695652174,17.60299625468165
15,2.4774717302883373,2.419139117002487,17.82608695652174,17.97752808988764
16,2.4641057112637688,2.4770514965057373,16.956521739130434,18.071161048689138
17,2.442108806441812,2.4700916409492493,18.695652173913043,19.9438202247191
18,2.425350182196673,2.494333803653717,19.565217391304348,20.224719101123597
19,2.4334886635051056,2.422189235687256,18.695652173913043,19.9438202247191
20,2.415221424663768,2.467761814594269,16.08695652173913,21.629213483146067
21,2.4166182489956127,2.4398909509181976,20.0,21.629213483146067
22,2.4131018624586216,2.355560764670372,21.73913043478261,20.59925093632959
23,2.3921894045437084,2.3580259680747986,22.17391304347826,20.692883895131086
24,2.3907747549169205,2.3002282977104187,20.0,21.16104868913858
25,2.374066941878375,2.4223474860191345,19.130434782608695,23.689138576779026
26,2.3727381860508636,2.3932178616523743,24.347826086956523,20.973782771535582
27,2.349074090228361,2.3950845301151276,23.47826086956522,25.093632958801496
28,2.335170093704672,2.3897951245307922,21.304347826086957,23.59550561797753
29,2.3326065259821274,2.3837078511714935,25.652173913043477,25.374531835205993
30,2.3166527888354134,2.377718985080719,20.0,24.906367041198504
31,2.3037379208733055,2.308472976088524,22.608695652173914,26.591760299625467
32,2.331412069937762,2.3237002938985825,23.91304347826087,22.56554307116105
33,2.284964407191557,2.369353026151657,20.869565217391305,25.374531835205993
34,2.3178257801953484,2.468966692686081,21.304347826086957,24.344569288389515
35,2.3078022844651165,2.4222138226032257,24.347826086956523,26.029962546816478
36,2.274708530482124,2.333941489458084,24.782608695652176,27.43445692883895
37,2.2452028218437645,2.292925775051117,24.347826086956523,27.715355805243444
38,2.285046959624571,2.3265427350997925,23.043478260869566,25.56179775280899
39,2.2729090943055996,2.339314952492714,24.347826086956523,27.05992509363296
40,2.266318272141849,2.3554724156856537,22.17391304347826,27.99625468164794
41,2.2689338817315945,2.4460102915763855,24.347826086956523,25.0
42,2.2555341790704166,2.399857819080353,18.695652173913043,27.43445692883895
43,2.268590015523574,2.4636310935020447,19.565217391304348,25.93632958801498
44,2.22993763404734,2.4541565477848053,18.695652173913043,28.93258426966292
45,2.2353491888326755,2.4379756450653076,27.391304347826086,27.715355805243444
46,2.224001880954294,2.318909138441086,26.52173913043478,28.089887640449437
47,2.2299542111508988,2.3492091298103333,25.652173913043477,28.46441947565543
48,2.192774127511417,2.2940069139003754,20.869565217391305,30.337078651685392
49,2.2047496683457317,2.3510626554489136,24.347826086956523,28.745318352059925
