,loss_traning,loss_validation,acuracia_val,acuracia_traning
0,2.766449542606578,2.692181646823883,6.956521739130435,6.5543071161048685
1,2.6762939972036026,2.631562650203705,8.26086956521739,8.426966292134832
2,2.6048705998589012,2.532101273536682,11.73913043478261,11.04868913857678
3,2.526917149038876,2.4954769611358643,15.217391304347826,14.606741573033707
4,2.4967045924242806,2.5263936519622803,15.652173913043478,15.917602996254681
5,2.4949534500346466,2.4713246524333954,14.782608695652174,14.887640449438202
6,2.419794601552627,2.5627492666244507,18.695652173913043,18.44569288389513
7,2.4085433202631332,2.5385494232177734,17.82608695652174,19.194756554307116
8,2.417004003244288,2.4866285622119904,15.217391304347826,19.382022471910112
9,2.37624411723193,2.4410682916641235,20.0,22.284644194756556
10,2.3258760536418244,2.4346802085638046,16.08695652173913,23.220973782771537
11,2.3158441992367016,2.343644767999649,22.608695652173914,23.689138576779026
12,2.2618538912604835,2.5475873351097107,20.869565217391305,25.84269662921348
13,2.2805201831985924,2.597992479801178,21.73913043478261,25.187265917602996
14,2.27746920375263,2.3671721816062927,23.043478260869566,25.655430711610485
15,2.237316478701199,2.4315980970859528,19.130434782608695,26.779026217228463
16,2.2243699571665596,2.4016045331954956,24.782608695652176,26.217228464419474
17,2.184213771539576,2.3995006680488586,24.782608695652176,28.745318352059925
18,2.19789414546069,2.2933382838964462,23.91304347826087,27.621722846441948
19,2.1731694796506096,2.493269056081772,21.73913043478261,28.55805243445693
20,2.1932062787168167,2.3716925978660583,22.608695652173914,27.43445692883895
21,2.154569404966691,2.432015836238861,25.217391304347824,29.307116104868914
22,2.0958049122024986,2.4243843257427216,26.956521739130434,31.46067415730337
23,2.08584805095897,2.3720184564590454,25.652173913043477,31.741573033707866
24,2.138186605537639,2.5122380554676056,26.52173913043478,27.808988764044944
25,2.1202920710339264,2.3497468382120132,27.82608695652174,30.524344569288388
26,2.059087732258965,2.4261340498924255,26.956521739130434,33.80149812734082
27,2.0294683540568634,2.4741099774837494,27.391304347826086,35.95505617977528
28,2.054272984757143,2.44595168530941,24.782608695652176,33.052434456928836
29,2.017811831306009,2.3445040732622147,25.217391304347824,35.1123595505618
30,2.0205174333908977,2.5273221284151077,26.52173913043478,35.39325842696629
31,1.9991432708852432,2.2938489466905594,27.82608695652174,36.61048689138577
32,1.9857467868748833,2.726727068424225,24.782608695652176,36.329588014981276
33,2.0421640767770657,2.483072906732559,25.652173913043477,34.176029962546814
34,1.9881223475231844,2.4663074016571045,28.695652173913043,33.89513108614232
35,2.0160192286267,2.371312439441681,26.08695652173913,35.39325842696629
36,1.9557213011909933,2.270057052373886,29.130434782608695,36.79775280898876
37,1.97528835254557,2.2943778336048126,26.956521739130434,35.767790262172284
38,1.9458197390331942,2.3806873559951782,29.130434782608695,37.265917602996254
39,1.861045826883877,2.342690095305443,28.26086956521739,39.51310861423221
40,1.897691572413725,2.422953262925148,28.26086956521739,38.10861423220974
41,1.940780436291414,2.399262949824333,29.565217391304348,36.70411985018727
42,1.880738293423372,2.5430939197540283,30.434782608695652,39.51310861423221
43,1.8600035660407122,2.5317235589027405,28.26086956521739,38.764044943820224
44,1.8442055898554184,2.388091742992401,28.26086956521739,41.29213483146067
45,1.879735091153313,2.497426003217697,26.956521739130434,39.70037453183521
46,1.8679655755267424,2.621359169483185,29.565217391304348,39.8876404494382
47,1.7991560557309318,2.52163764834404,31.304347826086957,42.04119850187266
48,1.8271593381376827,2.538275584578514,26.956521739130434,42.60299625468165
49,1.8774472054313212,2.5238758623600006,26.08695652173913,40.63670411985019
